"cnpj";"razao_social";"nome_fantasia";"abertura";"situacao";"tipo";"porte";"telefone";"email";"logradouro";"numero";"bairro";"municipio";"uf";"cep";"cnae_principal";"cnae_principal_desc";"cnaes_secundarios";"socios"
"50.046.887/0001-27";"CENTRO INF DE INVEST HEMAT DR DOMINGOS A BOLDRINI";"";"1978-08-02";"ATIVA";"MATRIZ";"DEMAIS";"";"";"R DR. GABRIEL PORTO";"1270";"CID. UNIVERSITARIA";"CAMPINAS";"SP";"13.083-2";"86.10-1-01";"Atividades de atendimento hospitalar, exceto pronto-socorro e unidades para atendimento a urgências";"86.50-0-01 - Atividades de enfermagem; 86.50-0-02 - Atividades de profissionais da nutrição; 86.30-5-03 - Atividade médica ambulatorial restrita a consultas; 86.50-0-04 - Atividades de fisioterapia; 86.50-0-05 - Atividades de terapia ocupacional; 86.50-0-06 - Atividades de fonoaudiologia; 86.50-0-07 - Atividades de terapia de nutrição enteral e parenteral; 86.30-5-02 - Atividade médica ambulatorial com recursos para realização de exames complementares; 86.30-5-04 - Atividade odontológica; 86.40-2-01 - Laboratórios de anatomia patológica e citológica; 86.40-2-02 - Laboratórios clínicos; 86.40-2-03 - Serviços de diálise e nefrologia; 86.40-2-04 - Serviços de tomografia; 86.40-2-05 - Serviços de diagnóstico por imagem com uso de radiação ionizante, exceto tomografia; 86.40-2-06 - Serviços de ressonância magnética; 86.40-2-08 - Serviços de diagnóstico por registro gráfico - ECG, EEG e outros exames análogos; 86.40-2-09 - Serviços de diagnóstico por métodos ópticos - endoscopia e outros exames análogos; 86.40-2-10 - Serviços de quimioterapia; 86.40-2-11 - Serviços de radioterapia; 86.40-2-12 - Serviços de hemoterapia; 86.40-2-14 - Serviços de bancos de células e tecidos humanos; 72.10-0-00 - Pesquisa e desenvolvimento experimental em ciências físicas e naturais; 85.99-6-99 - Outras atividades de ensino não especificadas anteriormente";"SILVIA REGINA BRANDALISE"
"51.885.242/0001-40";"MUNICIPIO DE CAMPINAS";"PREFEITURA MUNICIPAL DE CAMPINAS";"1981-07-01";"ATIVA";"MATRIZ";"DEMAIS";"";"";"AV ANCHIETA";"200";"CENTRO";"CAMPINAS";"SP";"13.015-9";"84.11-6-00";"Administração pública em geral";"00.00-0-00 - Não informada";""
"54.625.819/0028-93";"EATON LTDA";"";"1995-05-26";"ATIVA";"FILIAL";"DEMAIS";"(19) 3881-6024/ (19)";"fiscal@eaton.com";"R CLARK";"2.061";"MACUCO";"VALINHOS";"SP";"13.279-4";"29.42-5-00";"Fabricação de peças e acessórios para os sistemas de marcha e transmissão de veículos automotores";"28.12-7-00 - Fabricação de equipamentos hidráulicos e pneumáticos, peças e acessórios, exceto válvulas; 28.13-5-00 - Fabricação de válvulas, registros e dispositivos semelhantes, peças e acessórios; 33.14-7-99 - Manutenção e reparação de outras máquinas e equipamentos para usos industriais não especificados anteriormente; 46.81-8-05 - Comércio atacadista de lubrificantes";""
"54.995.261/0001-18";"STOLLER DO BRASIL LTDA";"STOLLER";"1985-09-28";"ATIVA";"MATRIZ";"DEMAIS";"(19) 3707-1200/ (19)";"juridico@stoller.com.br";"ESTM CMS-470";"300";"ITAPAVUSSU";"COSMOPOLIS";"SP";"13.151-3";"20.13-4-02";"Fabricação de adubos e fertilizantes, exceto organo-minerais";"20.51-7-00 - Fabricação de defensivos agrícolas; 20.13-4-01 - Fabricação de adubos e fertilizantes organo-minerais; 46.83-4-00 - Comércio atacadista de defensivos agrícolas, adubos, fertilizantes e corretivos do solo; 46.19-2-00 - Representantes comerciais e agentes do comércio de mercadorias em geral não especializado; 64.62-0-00 - Holdings de instituições não-financeiras; 21.10-6-00 - Fabricação de produtos farmoquímicos; 72.10-0-00 - Pesquisa e desenvolvimento experimental em ciências físicas e naturais; 46.21-4-00 - Comércio atacadista de café em grão; 46.22-2-00 - Comércio atacadista de soja; 46.23-1-03 - Comércio atacadista de algodão; 46.23-1-05 - Comércio atacadista de cacau; 46.23-1-07 - Comércio atacadista de sisal; 46.23-1-04 - Comércio atacadista de fumo em folha não beneficiado; 46.23-1-99 - Comércio atacadista de matérias-primas agrícolas não especificadas anteriormente; 74.90-1-03 - Serviços de agronomia e de consultoria às atividades agrícolas e pecuárias";"STOLLER INTERNATIONAL, INC.; ANA CLAUDIA CORREA CERASOLI; TIAGO CHALTEIN ALMEIDA GONTIJO; SEBASTIAO FERRAZ RIBEIRO FILHO"
"56.495.740/0001-09";"JDF TECNOLOGIA EM CENTRIFUGAS LTDA";"";"1986-10-02";"ATIVA";"MATRIZ";"DEMAIS";"(19) 2108-5029";"financeiro@jdf.com.br";"RUA JURUNAS";"415";"JD.SAO FRANCISCO";"SANTA BARBARA D'OESTE";"SP";"13.457-0";"28.29-1-99";"Fabricação de outras máquinas e equipamentos de uso geral não especificados anteriormente, peças e acessórios";"33.14-7-99 - Manutenção e reparação de outras máquinas e equipamentos para usos industriais não especificados anteriormente; 33.21-0-00 - Instalação de máquinas e equipamentos industriais; 46.63-0-00 - Comércio atacadista de máquinas e equipamentos para uso industrial; partes e peças; 77.39-0-99 - Aluguel de outras máquinas e equipamentos comerciais e industriais não especificados anteriormente, sem operador";"JAILSON JOSE DA FRANCA"
"56.990.526/0001-10";"MARTINREA HONSEL BRASIL FUNDICAO E COMERCIO DE PECAS EM ALUMINIO LTDA.";"MARTINREA-HONSEL";"1994-02-28";"ATIVA";"MATRIZ";"DEMAIS";"(0193) 8899-300";"fabiana.tilli@martinrea.com";"AV MAGAL";"261";"RESENDE";"MONTE MOR";"SP";"13.190-0";"24.52-1-00";"Fundição de metais não-ferrosos e suas ligas";"26.51-5-00 - Fabricação de aparelhos e equipamentos de medida, teste e controle; 28.15-1-01 - Fabricação de rolamentos para fins industriais; 28.15-1-02 - Fabricação de equipamentos de transmissão para fins industriais, exceto rolamentos; 29.30-1-01 - Fabricação de cabines, carrocerias e reboques para caminhões; 29.30-1-02 - Fabricação de carrocerias para ônibus; 29.30-1-03 - Fabricação de cabines, carrocerias e reboques para outros veículos automotores, exceto caminhões e ônibus; 29.41-7-00 - Fabricação de peças e acessórios para o sistema motor de veículos automotores; 29.42-5-00 - Fabricação de peças e acessórios para os sistemas de marcha e transmissão de veículos automotores; 29.43-3-00 - Fabricação de peças e acessórios para o sistema de freios de veículos automotores; 46.63-0-00 - Comércio atacadista de Máquinas e equipamentos para uso industrial; partes e peças; 25.39-0-01 - Serviços de usinagem, tornearia e solda; 25.31-4-02 - Produção de forjados de metais não-ferrosos e suas ligas";"2244760 ONTARIO INC.; FABIANA CAPELETTE TILLI"
"56.998.438/0006-70";"BUNTECH TECNOLOGIA EM INSUMOS LTDA.";"";"2006-12-11";"ATIVA";"FILIAL";"DEMAIS";"(11) 2112-6262";"fiscal@bentonit.com.br";"R ROQUE MEDALDO FRIAS";"1341";"RECREIO CAMPESTRE JOIA";"INDAIATUBA";"SP";"13.347-0";"23.99-1-99";"Fabricação de outros produtos de minerais não-metálicos não especificados anteriormente";"01.11-3-02 - Cultivo de milho; 01.11-3-03 - Cultivo de trigo; 01.11-3-99 - Cultivo de outros cereais não especificados anteriormente; 01.12-1-01 - Cultivo de algodão herbáceo; 01.14-8-00 - Cultivo de fumo; 01.15-6-00 - Cultivo de soja; 01.19-9-04 - Cultivo de cebola; 01.19-9-09 - Cultivo de tomate rasteiro; 01.19-9-99 - Cultivo de outras plantas de lavoura temporária não especificadas anteriormente; 01.21-1-01 - Horticultura, exceto morango; 01.22-9-00 - Cultivo de flores e plantas ornamentais; 02.10-1-01 - Cultivo de eucalipto; 08.10-0-07 - Extração de argila e beneficiamento associado; 20.13-4-01 - Fabricação de adubos e fertilizantes organo-minerais; 20.13-4-02 - Fabricação de adubos e fertilizantes, exceto organo-minerais; 46.37-1-99 - Comércio atacadista especializado em outros produtos alimentícios não especificados anteriormente; 46.83-4-00 - Comércio atacadista de defensivos agrícolas, adubos, fertilizantes e corretivos do solo; 46.89-3-01 - Comércio atacadista de produtos da extração mineral, exceto combustíveis";""
"57.743.296/0011-20";"CSC COMPUTER SCIENCES BRASIL S.A.";"CSC - COMPUTER SCIENCES CORPORATION";"2012-06-12";"BAIXADA";"FILIAL";"DEMAIS";"(11) 4196-0394";"contato.finance@dxc.com";"RUA GUSTAVO AMBRUST";"36";"NOVA CAMPINAS";"CAMPINAS";"SP";"13.092-1";"00.00-0-00";"********";"00.00-0-00 - Não informada";""
"58.514.928/0033-51";"MEXICHEM BRASIL INDUSTRIA DE TRANSFORMACAO PLASTICA LTDA";"";"2000-03-01";"ATIVA";"FILIAL";"DEMAIS";"(47) 3461-7099/ (47)";"fiscalbr@mexichem.com";"AV DA AMIZADE";"1700";"VILA CARLOTA";"SUMARE";"SP";"13.175-4";"22.23-4-00";"Fabricação de tubos e acessórios de material plástico para uso na construção";"46.79-6-04 - Comércio atacadista especializado de materiais de construção não especificados anteriormente";""
"60.463.072/0006-01";"LICEU CORACAO DE JESUS";"FACULDADES SALESIANAS";"1993-03-26";"ATIVA";"FILIAL";"DEMAIS";"(11) 3221-3031";"claudia.santos@unisal.br";"AV PADRE ALMEIDA GARRET";"267";"JARDIM NOSSA SENHORA AUXILIADORA";"CAMPINAS";"SP";"13.075-4";"85.32-5-00";"Educação superior - graduação e pós-graduação";"85.41-4-00 - Educação profissional de nível técnico; 85.33-3-00 - Educação superior - pós-graduação e extensão";""
"60.831.104/0003-31";"ASTEN & CIA LTDA";"";"1977-07-05";"ATIVA";"FILIAL";"DEMAIS";"(19) 2122-9700";"contato@asten.com.br";"R CLARK";"771";"FAZ.MORRO DAS PEDRA";"VALINHOS";"SP";"13.273-6";"27.10-4-03";"Fabricação de motores elétricos, peças e acessórios";"33.21-0-00 - Instalação de máquinas e equipamentos industriais";""
"60.879.848/0001-64";"LABORATORIO TAYUYNA LTDA";"";"1966-07-06";"ATIVA";"MATRIZ";"DEMAIS";"(19) 3476-8550";"adv@advfarma.com.br";"AV AMPELIO GAZZETTA";"4200";"PARQUE INDUSTRIAL FRITZ BERSIN";"NOVA ODESSA";"SP";"13.380-2";"21.21-1-01";"Fabricação de medicamentos alopáticos para uso humano";"10.99-6-07 - Fabricação de alimentos dietéticos e complementos alimentares; 20.63-1-00 - Fabricação de cosméticos, produtos de perfumaria e de higiene pessoal; 21.21-1-03 - Fabricação de medicamentos fitoterápicos para uso humano; 21.23-8-00 - Fabricação de preparações farmacêuticas; 22.22-6-00 - Fabricação de embalagens de material plástico; 32.50-7-05 - Fabricação de materiais para medicina e odontologia; 46.44-3-01 - Comércio atacadista de medicamentos e drogas de uso humano; 46.46-0-01 - Comércio atacadista de cosméticos e produtos de perfumaria; 46.46-0-02 - Comércio atacadista de produtos de higiene pessoal; 49.30-2-02 - Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional; 49.30-2-03 - Transporte rodoviário de produtos perigosos; 64.63-8-00 - Outras sociedades de participação, exceto holdings; 78.20-5-00 - Locação de mão-de-obra temporária";"MAV ADMINISTRACAO DE BENS LTDA; SERGIO FERRARA DE VIVO; LUCIANA FERRARA DE VIVO; DE VIVO ADMINISTRACAO DE BENS LTDA; FULVIO FERRARA DE VIVO"
"61.064.838/0112-59";"SAINT-GOBAIN DO BRASIL PRODUTOS INDUSTRIAIS E PARA CONSTRUCAO LTDA";"";"2010-08-16";"ATIVA";"FILIAL";"DEMAIS";"(11) 2246-7655 / (11";"sg.br.controlesecadastros@saint-gobain.com";"RUA DO ROSARIO";"226";"VILA CAMARGOS";"GUARULHOS";"SP";"07.111-0";"46.89-3-99";"Comércio atacadista especializado em outros produtos intermediários não especificados anteriormente";"00.00-0-00 - Não informada";""
"61.064.911/0001-77";"CATERPILLAR BRASIL LTDA";"";"1971-07-28";"ATIVA";"MATRIZ";"DEMAIS";"(19) 2106-2100";"fiscal@cat.com";"R LUIZ DE QUEIROZ KM 157";"S/N";"UNILESTE";"PIRACICABA";"SP";"13.420-9";"28.53-4-00";"Fabricação de tratores, peças e acessórios, exceto agrícolas";"46.81-8-05 - Comércio atacadista de lubrificantes; 33.14-7-04 - Manutenção e reparação de compressores; 82.30-0-01 - Serviços de organização de feiras, congressos, exposições e festas; 85.99-6-04 - Treinamento em desenvolvimento profissional e gerencial; 82.11-3-00 - Serviços combinados de escritório e apoio administrativo; 33.19-8-00 - Manutenção e reparação de equipamentos e produtos não especificados anteriormente; 70.20-4-00 - Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica";"PAULO SERGIO DELLA MUTA; ANSELMO GAMA RISCALA; LUCIANA FURLAN; LUCIMARA BARBOZA; CARLOS ALEXANDRE MEDEIROS DE OLIVEIRA; CATERPILLAR S.A.R.L.; SAMUEL FERNANDES RIBEIRO MAIA"
"61.068.276/0001-04";"UNILEVER BRASIL LTDA.";"";"1968-07-15";"ATIVA";"MATRIZ";"DEMAIS";"(11) 3703-7675";"fiscal.jk1@unilever.com";"AV DAS NACOES UNIDAS";"14261";"VILA GERTRUDES";"SAO PAULO";"SP";"04.794-0";"46.46-0-02";"Comércio atacadista de produtos de higiene pessoal";"46.37-1-06 - Comércio atacadista de sorvetes; 46.37-1-99 - Comércio atacadista especializado em outros produtos alimentícios não especificados anteriormente; 46.39-7-01 - Comércio atacadista de produtos alimentícios em geral; 46.49-4-08 - Comércio atacadista de produtos de higiene, limpeza e conservação domiciliar; 46.49-4-99 - Comércio atacadista de outros equipamentos e artigos de uso pessoal e doméstico não especificados anteriormente; 59.11-1-02 - Produção de filmes para publicidade; 62.02-3-00 - Desenvolvimento e licenciamento de programas de computador customizáveis; 62.09-1-00 - Suporte técnico, manutenção e outros serviços em tecnologia da informação; 70.20-4-00 - Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica; 73.12-2-00 - Agenciamento de espaços para publicidade, exceto em veículos de comunicação; 73.19-0-04 - Consultoria em publicidade; 74.90-1-04 - Atividades de intermediação e agenciamento de serviços e negócios em geral, exceto imobiliários; 74.90-1-99 - Outras atividades profissionais, científicas e técnicas não especificadas anteriormente; 77.40-3-00 - Gestão de ativos intangíveis não-financeiros; 78.10-8-00 - Seleção e agenciamento de mão-de-obra; 82.11-3-00 - Serviços combinados de escritório e apoio administrativo; 85.99-6-04 - Treinamento em desenvolvimento profissional e gerencial";"RODRIGO LOPEZ SANROMAN; RICARDO FONSECA MARQUES; RICARDO ZUCCOLLO; RODRIGO RUSSO SPENA VISENTINI; ANDRES GONZALEZ CIMADEVILLA; LIANA VIEIRA FECAROTTA CHAGUE; BRAZINVEST B.V.; JOAO FRANCISCO RIBEIRO; TEO BIRNBAUM FIGUEIREDO; JUAN MANUEL BALLESTER"
"61.600.839/0001-55";"CENTRO DE INTEGRACAO EMPRESA ESCOLA CIE E";"";"1966-08-30";"ATIVA";"MATRIZ";"DEMAIS";"(11) 3040-9800";"assuntosfiscais@ciee.org.br";"R TABAPUA";"445";"ITAIM BIBI";"SAO PAULO";"SP";"04.533-0";"88.00-6-00";"Serviços de assistência social sem alojamento";"94.30-8-00 - Atividades de associações de defesa de direitos sociais";"TACITO BARBOSA COELHO MONTEIRO FILHO; JOSE AUGUSTO MINARELLI; ANTONIO GARBELINI JUNIOR; ROGERIO PINTO COELHO AMATO"
"61.701.363/0001-49";"GETWAY AUTOMACAO COMERCIAL LTDA";"";"1991-03-14";"ATIVA";"MATRIZ";"MICRO EMPRESA";"(19) 3794-8200";"robertasilvatti@getway.com.br";"AV AQUIDABA";"766";"CENTRO";"CAMPINAS";"SP";"13.026-5";"62.03-1-00";"Desenvolvimento e licenciamento de programas de computador não-customizáveis";"62.02-3-00 - Desenvolvimento e licenciamento de programas de computador customizáveis";"EDERALDO ORLANDO SILVATTI; JOSE HUMBERTO HELENO LOPES; ADELCIO AUGUSTO LOPES"
"62.823.257/0276-43";"CENTRO ESTADUAL DE EDUCACAO TECNOLOGICA PAULA SOUZA";"FATEC DE CAMPINAS";"2014-04-02";"ATIVA";"FILIAL";"DEMAIS";"(11) 3324-3571/ (11)";"contabil@cps.sp.gov.br";"AV CONEGO ANTONIO ROCATO";"593";"CHACARAS CAMPOS DOS AMARAIS";"CAMPINAS";"SP";"13.082-0";"84.11-6-00";"Administração pública em geral";"85.42-2-00 - Educação profissional de nível tecnológico";""
"65.426.538/0001-08";"COIM BRASIL LTDA";"";"1991-01-22";"ATIVA";"MATRIZ";"DEMAIS";"(19) 3876-9860";"karen.santos@br.coimgroup.com";"R ANGELO BEVILAQUA";"527";"DISTRITO INDUSTRIAL BENEDITO STORANI";"VINHEDO";"SP";"13.288-1";"20.32-1-00";"Fabricação de resinas termofixas";"00.00-0-00 - Não informada";"JOSE PAULO NAVARRO VICTORIO JUNIOR; C.O.I.M.  S.P.A. - CHIMICA ORGANICA INDUSTRIALE MILANESE"
"65.591.695/0001-79";"FOR MEDICAL VENDAS E ASSISTENCIA TECNICA LTDA";"FOR MEDICAL";"1991-03-05";"ATIVA";"MATRIZ";"DEMAIS";"(19) 3738-9600";"fabiana.costa@formedical.com.br";"AV PIERRE SIMON DE LAPLACE";"1188";"TECHNO PARK";"CAMPINAS";"SP";"13.069-3";"46.64-8-00";"Comércio atacadista de máquinas, aparelhos e equipamentos para uso odonto-médico-hospitalar; partes e peças";"46.69-9-99 - Comércio atacadista de outras máquinas e equipamentos não especificados anteriormente; partes e peças; 47.89-0-99 - Comércio varejista de outros produtos não especificados anteriormente; 47.85-7-99 - Comércio varejista de outros artigos usados; 46.14-1-00 - Representantes comerciais e agentes do comércio de máquinas, equipamentos, embarcações e aeronaves; 33.21-0-00 - Instalação de máquinas e equipamentos industriais; 33.12-1-03 - Manutenção e reparação de aparelhos eletromédicos e eletroterapêuticos e equipamentos de irradiação; 77.39-0-02 - Aluguel de equipamentos científicos, médicos e hospitalares, sem operador; 71.12-0-00 - Serviços de engenharia; 74.90-1-99 - Outras atividades profissionais, científicas e técnicas não especificadas anteriormente";"MARCIAL DA CONCEICAO MARTINS; FOR MEDICAL VENDAS E ASSISTENCIA TECNICA LTDA"
"66.558.040/0001-61";"FARMA VIDA FARMACIA LTDA";"";"1991-07-08";"ATIVA";"MATRIZ";"DEMAIS";"";"";"RUA HERMAN MULLER CARIOBA";"366";"CHACARA GIRASSOL";"AMERICANA";"SP";"13.465-6";"47.71-7-02";"Comércio varejista de produtos farmacêuticos, com manipulação de fórmulas";"47.29-6-99 - Comércio varejista de produtos alimentícios em geral ou especializado em produtos alimentícios não especificados anteriormente; 47.71-7-01 - Comércio varejista de produtos farmacêuticos, sem manipulação de fórmulas; 47.71-7-03 - Comércio varejista de produtos farmacêuticos homeopáticos; 47.71-7-04 - Comércio varejista de medicamentos veterinários; 47.72-5-00 - Comércio varejista de cosméticos, produtos de perfumaria e de higiene pessoal; 47.73-3-00 - Comércio varejista de artigos médicos e ortopédicos";"ANA MARIA PEREIRA FABRI; EUNICE DA ROCHA FABRI; VINICIUS PEREIRA FABRI"
"67.994.897/0001-97";"CEIMIC NUCLEO TECNICO OPERACIONAL DE SERVICOS ANALITICOS LTDA";"";"1992-11-03";"ATIVA";"MATRIZ";"DEMAIS";"(19) 2138-8888";"santana@tasqa.com.br";"R JACARANDA BRASILIANA";"22";"LOTEAMENTO INDUSTRIAL VECCON ZETA";"SUMARE";"SP";"13.178-5";"71.20-1-00";"Testes e análises técnicas (Dispensada *)";"52.50-8-04 - Organização logística do transporte de carga; 85.99-6-04 - Treinamento em desenvolvimento profissional e gerencial (Dispensada *)";"CEIMIC ANALISES AMBIENTAIS LTDA.; MARCO ANTONIO FABIANI"
"68.059.674/0001-03";"GE VERNOVA EQUIPAMENTOS E SOLUCOES ELETRICAS LTDA";"";"1992-06-04";"ATIVA";"MATRIZ";"DEMAIS";"(19) 2102-8838/ (19)";"taxcoe.clear@ge.com";"ROD JORNALISTA FRANCISCO AGUIRRE PROENCA";"S/N";"CHACARA NOVA BOA VISTA";"CAMPINAS";"SP";"13.064-6";"27.10-4-03";"Fabricação de motores elétricos, peças e acessórios";"33.21-0-00 - Instalação de máquinas e equipamentos industriais";"LUIS FERNANDO SILVA SERAFIM; GE VERNOVA EQUIPAMENTOS E SOLUCOES ELETRICAS LTDA; RUBEN MAURICIO MATEUS DA COSTA; GE POWER & WATER EQUIPAMENTOS E SERVICOS DE ENERGIA E TRATAMENTO DE AGUA LTDA.; CRISTIANE ELIZANGELA CEGALLA"
"71.631.261/0001-58";"PREDICTIVE SERVICE COMERCIO E REPRESENTACOES LTDA";"PREDICTIVE";"1993-05-28";"ATIVA";"MATRIZ";"EMPRESA DE PEQUENO PORTE";"(19) 3874-4554/ (19)";"adm@predictiveservice.com.br";"AV DOS PIONEIROS";"122";"SANTA TEREZINHA";"PAULINIA";"SP";"13.140-7";"47.51-2-01";"Comércio varejista especializado de equipamentos e suprimentos de informática";"27.32-5-00 - Fabricação de material elétrico para instalações em circuito de consumo; 27.33-3-00 - Fabricação de fios, cabos e condutores elétricos isolados; 33.14-7-99 - Manutenção e reparação de outras máquinas e equipamentos para usos industriais não especificados anteriormente; 46.14-1-00 - Representantes comerciais e agentes do comércio de máquinas, equipamentos, embarcações e aeronaves; 62.09-1-00 - Suporte técnico, manutenção e outros serviços em tecnologia da informação; 85.99-6-04 - Treinamento em desenvolvimento profissional e gerencial";"ALBERTO JOSE DOS SANTOS; ALBERTO JOSE DOS SANTOS JUNIOR; ELENA MARIA FREITAS DOS SANTOS; GABRIEL JOSE DOS SANTOS"
"72.949.449/0001-01";"INTERPRISE INSTRUMENTOS ANALITICOS LTDA";"INTERPRISE BRASIL";"1993-10-20";"ATIVA";"MATRIZ";"DEMAIS";"(19) 3833-6816";"mferraro@interprise.com.br";"AV DOUTOR ALEXANDRE MARTINS LAROCA";"20";"JARDIM AMERICA";"PAULINIA";"SP";"13.140-6";"32.50-7-05";"Fabricação de materiais para medicina e odontologia";"21.23-8-00 - Fabricação de preparações farmacêuticas; 33.12-1-02 - Manutenção e reparação de aparelhos e instrumentos de medida, teste e controle; 33.21-0-00 - Instalação de máquinas e equipamentos industriais; 33.29-5-99 - Instalação de outros equipamentos não especificados anteriormente; 46.14-1-00 - Representantes comerciais e agentes do comércio de máquinas, equipamentos, embarcações e aeronaves; 46.18-4-02 - Representantes comerciais e agentes do comércio de instrumentos e materiais odonto-médico-hospitalares; 46.18-4-99 - Outros representantes comerciais e agentes do comércio especializado em produtos não especificados anteriormente; 46.64-8-00 - Comércio atacadista de máquinas, aparelhos e equipamentos para uso odonto-médico-hospitalar; partes e peças; 46.84-2-99 - Comércio atacadista de outros produtos químicos e petroquímicos não especificados anteriormente; 62.03-1-00 - Desenvolvimento e licenciamento de programas de computador não-customizáveis; 71.20-1-00 - Testes e análises técnicas; 74.90-1-99 - Outras atividades profissionais, científicas e técnicas não especificadas anteriormente; 77.39-0-02 - Aluguel de equipamentos científicos, médicos e hospitalares, sem operador; 77.39-0-99 - Aluguel de outras máquinas e equipamentos comerciais e industriais não especificados anteriormente, sem operador; 82.11-3-00 - Serviços combinados de escritório e apoio administrativo; 85.99-6-04 - Treinamento em desenvolvimento profissional e gerencial";"LUIZ CARLOS DE SOUZA; MILENA DE FATIMA FERRARO"
"73.845.786/0001-11";"CHOICE TECHNOLOGIES S.A";"";"1993-12-03";"ATIVA";"MATRIZ";"DEMAIS";"(21) 3094-6250";"finance@choicetech.ai";"AVENIDA DAS AMERICAS";"3500";"BARRA DA TIJUCA";"RIO DE JANEIRO";"RJ";"22.640-1";"62.04-0-00";"Consultoria em tecnologia da informação";"00.00-0-00 - Não informada";"CAMILA FREIRE RIBEIRO WAKI"
"96.499.728/0001-89";"VENTURUS CENTRO DE INOVACAO TECNOLOGICA";"VENTURUS";"1995-03-01";"ATIVA";"MATRIZ";"DEMAIS";"(19) 3755-8600/ (19)";"fiscal@venturus.org.br";"EST GIUSEPPINA VIANELLI DI NAPOLLI";"1185";"POLO II DE ALTA TECNOLOGIA";"CAMPINAS";"SP";"13.086-5";"72.10-0-00";"Pesquisa e desenvolvimento experimental em ciências físicas e naturais";"62.01-5-01 - Desenvolvimento de programas de computador sob encomenda; 62.02-3-00 - Desenvolvimento e licenciamento de programas de computador customizáveis; 62.03-1-00 - Desenvolvimento e licenciamento de programas de computador não-customizáveis; 62.04-0-00 - Consultoria em tecnologia da informação; 71.20-1-00 - Testes e análises técnicas; 85.99-6-03 - Treinamento em informática";"JOAO CARLOS TOKUI SATO; JOAO FRANCISCO MAIA"
